document_id sentence_id sentence
34 533 " इस खुलासे के बावजूद रविवार शाम भारतीय टीम के कप्तान राहुल द्रविड़ और मीडिया मैनेजर बालादित्य के साथ प्रेस कांफ्रेंस में अपनी साफगोई और सख्ती के लिए विख्यात ग्रेग चैपल इशारे के सवाल पर चुप्पी साध गए ।"
34 534 " बाद में उनकी तरफ़ से बालादित्य यह कहकर बात टालने की कोशिश की कि ऐसी कोई घटना हुई ही नहीं ।"
34 535 " पत्रकारों के सवालों पर बालादित्य बार - बार कहते रहे कि चैपल केवल अपनी चोटिल उंगली दिखा रहे थे ।"
34 536 " उन्होंने कहा कि टीम के सभी सदस्य और कोच ग्रेग चैपल भारतीय क्रिकेट प्रेमियों का सम्मान करते हैं ।"
34 537 " चैपल को अभ्यास सत्र के दौरान चोट लगी थी और बात अब यहीं ख़त्म कर दी जानी चाहिए ।"
34 538 " उल्लेखनीय है कि कोलकता वन - डे से पहले भारतीय टीम के साथ बस में सवार होते समय चैपल ने नारेबाजी कर रहे सौरव गांगुली समर्थकों की ओर उंगली से इशारा किया था ।"
34 539 " एक स्थानीय चैनल के कैमरामैन ने यह तस्वीर ली थी और बाद में विभिन्न चैनलों को बेचा था ।"
36 540 " वोल्कर रिपोर्ट पर सोमवार को लोकसभा में राजग की ओर से स्थगन प्रस्ताव लाने की संभावना के बीच विपक्ष के नेता लालकृष्ण आडवाणी ने रविवार को लोकसभा अध्यक्ष सोमनाथ चटर्जी को एक दस्तावेज भेजा ।"
36 541 " इसमें आडवाणी ने चटर्जी से वीरेंद्र दयाल कमेटी द्वारा संयुक्त राष्ट्र जांच कमेटी से हासिल किए गए सभी दस्तावेजों को सदन के पटल पर रखे जाने की अपील की गई है ।"
36 542 " मीडिया में दयाल के हवाले से आई खबरों में बताया गया था कि वह न्यूयार्क से वोल्कर कमेटी के गैर - करार वाले लाभांवितों में कांग्रेस और पूर्व विदेश मंत्री के. नटवर सिंह का नाम आने संबंधी सभी आवश्यक दस्तावेज लेकर वे भारत आ गए हैं ।"
36 543 " इन खबरों के आधार पर आडवाणी ने रविवार को अपने भाषण में लोकसभा अध्यक्ष से अपील करते हुए कहा कि संसद में इस मुद्दे पर गंभीर और सार्थक विचार - विमर्श किया जाना चाहिए ।"
36 544 " इसके लिए ज़रूरी है कि इन दस्तावेजों को सदन के पटल पर रखा जाए ।"
36 545 " इस बीच लोकसभा में भाजपा के उप नेता विजय कुमार मलहोत्रा ने कहा कि संसद के दोनों सदनों में विपक्ष कार्यवाही ठप नहीं करेगा ।"
36 546 " वे इतना ही चाहते हैं कि सोमवार को सदन में वोल्कर के दस्तावेज पेश किए जाएं ।"
36 547 " उन्होंने बताया कि राजग के नेता इस मुद्दे पर भावी रणनीति तय करने के लिए सोमवार को संसद में मिलेंगे ।"
36 548 " उल्लेखनीय है कि सरकार और विपक्ष दोनों ने ही शुक्रवार को राजग सदस्यों द्वारा सोमवार को लाए जाने वाले स्थगन प्रस्ताव पर चर्चा की अनौपचारिक सहमति दी थी ।"
36 549 " इस बीच , पैंथर पार्टी के अध्यक्ष भीम सिंह ने इराक में तेल के बदले अनाज कार्यक्रम में घोटाले संबंधी वोल्कर कमेटी की रिपोर्ट को कोई मुद्दा नहीं माना ।"
36 550 " उन्होंने कहा कि इस मामले में कांग्रेस अध्यक्ष सोनिया गांधी से इस्तीफ़े की मांग एक घातक साजिश और केंद्र की यूपीए सरकार को अस्थिर करने की कोशिश है ।"
36 551 " वोल्कर रिपोर्ट पर सोमवार को लोकसभा में राजग की ओर से स्थगन प्रस्ताव लाने की संभावना के बीच विपक्ष के नेता लालकृष्ण आडवाणी ने रविवार को लोकसभा अध्यक्ष सोमनाथ चटर्जी को एक दस्तावेज भेजा ।"
36 552 " इसमें आडवाणी ने चटर्जी से वीरेंद्र दयाल कमेटी द्वारा संयुक्त राष्ट्र जांच कमेटी से हासिल किए गए सभी दस्तावेजों को सदन के पटल पर रखे जाने की अपील की गई है ।"
36 553 " मीडिया में दयाल के हवाले से आई खबरों में बताया गया था कि वह न्यूयार्क से वोल्कर कमेटी के गैर - करार वाले लाभांवितों में कांग्रेस और पूर्व विदेश मंत्री के. नटवर सिंह का नाम आने संबंधी सभी आवश्यक दस्तावेज लेकर वे भारत आ गए हैं ।"
36 554 " इन खबरों के आधार पर आडवाणी ने रविवार को अपने भाषण में लोकसभा अध्यक्ष से अपील करते हुए कहा कि संसद में इस मुद्दे पर गंभीर और सार्थक विचार - विमर्श किया जाना चाहिए ।"
36 555 " इसके लिए ज़रूरी है कि इन दस्तावेजों को सदन के पटल पर रखा जाए ।"
36 556 " इस बीच लोकसभा में भाजपा के उप नेता विजय कुमार मलहोत्रा ने कहा कि संसद के दोनों सदनों में विपक्ष कार्यवाही ठप नहीं करेगा ।"
36 557 " वे इतना ही चाहते हैं कि सोमवार को सदन में वोल्कर के दस्तावेज पेश किए जाएं ।"
36 558 " उन्होंने बताया कि राजग के नेता इस मुद्दे पर भावी रणनीति तय करने के लिए सोमवार को संसद में मिलेंगे ।"
36 559 " उल्लेखनीय है कि सरकार और विपक्ष दोनों ने ही शुक्रवार को राजग सदस्यों द्वारा सोमवार को लाए जाने वाले स्थगन प्रस्ताव पर चर्चा की अनौपचारिक सहमति दी थी ।"
36 560 " इस बीच , पैंथर पार्टी के अध्यक्ष भीम सिंह ने इराक में तेल के बदले अनाज कार्यक्रम में घोटाले संबंधी वोल्कर कमेटी की रिपोर्ट को कोई मुद्दा नहीं माना ।"
36 561 " उन्होंने कहा कि इस मामले में कांग्रेस अध्यक्ष सोनिया गांधी से इस्तीफ़े की मांग एक घातक साजिश और केंद्र की यूपीए सरकार को अस्थिर करने की कोशिश है ।"
36 562 " वोल्कर रिपोर्ट पर सोमवार को लोकसभा में राजग की ओर से स्थगन प्रस्ताव लाने की संभावना के बीच विपक्ष के नेता लालकृष्ण आडवाणी ने रविवार को लोकसभा अध्यक्ष सोमनाथ चटर्जी को एक दस्तावेज भेजा ।"
36 563 " इसमें आडवाणी ने चटर्जी से वीरेंद्र दयाल कमेटी द्वारा संयुक्त राष्ट्र जांच कमेटी से हासिल किए गए सभी दस्तावेजों को सदन के पटल पर रखे जाने की अपील की गई है ।"
36 564 " मीडिया में दयाल के हवाले से आई खबरों में बताया गया था कि वह न्यूयार्क से वोल्कर कमेटी के गैर - करार वाले लाभांवितों में कांग्रेस और पूर्व विदेश मंत्री के. नटवर सिंह का नाम आने संबंधी सभी आवश्यक दस्तावेज लेकर वे भारत आ गए हैं ।"
36 565 " इन खबरों के आधार पर आडवाणी ने रविवार को अपने भाषण में लोकसभा अध्यक्ष से अपील करते हुए कहा कि संसद में इस मुद्दे पर गंभीर और सार्थक विचार - विमर्श किया जाना चाहिए ।"
36 566 " इसके लिए ज़रूरी है कि इन दस्तावेजों को सदन के पटल पर रखा जाए ।"
36 567 " इस बीच लोकसभा में भाजपा के उप नेता विजय कुमार मलहोत्रा ने कहा कि संसद के दोनों सदनों में विपक्ष कार्यवाही ठप नहीं करेगा ।"
36 568 " वे इतना ही चाहते हैं कि सोमवार को सदन में वोल्कर के दस्तावेज पेश किए जाएं ।"
36 569 " उन्होंने बताया कि राजग के नेता इस मुद्दे पर भावी रणनीति तय करने के लिए सोमवार को संसद में मिलेंगे ।"
36 570 " उल्लेखनीय है कि सरकार और विपक्ष दोनों ने ही शुक्रवार को राजग सदस्यों द्वारा सोमवार को लाए जाने वाले स्थगन प्रस्ताव पर चर्चा की अनौपचारिक सहमति दी थी ।"
36 571 " इस बीच , पैंथर पार्टी के अध्यक्ष भीम सिंह ने इराक में तेल के बदले अनाज कार्यक्रम में घोटाले संबंधी वोल्कर कमेटी की रिपोर्ट को कोई मुद्दा नहीं माना ।"
36 572 " उन्होंने कहा कि इस मामले में कांग्रेस अध्यक्ष सोनिया गांधी से इस्तीफ़े की मांग एक घातक साजिश और केंद्र की यूपीए सरकार को अस्थिर करने की कोशिश है ।"
38 573 " सरकार ने कर चोरी करने वालों पर शिकंजा कसने की पूरी तैयारी कर ली है और इसके लिए उसने दीपावली का मौका चुना है ।"
38 574 " इस बार जरूरी सूचनाओं से लैस अधिकारी दीपावली की खरीददारी में खुले हाथ से पैसा लुटाने वाले १ - १.५ करोड़ लोगों को एसएमएस भेजकर अंतिम समय सीमा ३१ अक्तूबर से पहले हर हाल में रिटर्न दाखिल करने को कहेंगे ।"
38 575 " सरकार ने अगले साल से वेतन भोगियों को आयकर रिटर्न दाखिल करने से मुक्ति दिलाने के संकेत भी दिए हैं ।"
38 576 " बृहस्पतिवार को वार्ताकारों से बातचीत में वित्त मंत्री पी. चिदंबरम ने कहा कि वेतन भोगियों को रिटर्न दाखिल करने से मुक्ति दिलाने संबंधी प्रस्ताव पर विचार किया जा रहा है ।"
38 577 " लेकिन यह इस बात पर निर्भर करेगा कि आयकर विभाग कर सूचना नेटवर्क ( टिन ) को कब तक पूरी तरह लागू कर पाता है ।"
38 578 " सरकार आयकर दाखिल करने की प्रक्रिया को पूरी तरह कंप्यूटरीकृत करने के लिए प्रक्रिया तो पहले ही शुरू कर चुकी है , लेकिन इसमें टिन लागू न हो पाने की वजह से देरी हो रही है ।"
38 579 " कर अपवंचकों को आगाह करते हुए वित्त मंत्री ने कहा कि दीपावली मनाने का इससे बेहतर तरीका और कोई नहीं हो सकता कि आप त्योहार से एक दिन पहले यानि ३१ अक्तूबर तक अपना रिटर्न दाखिल कर दें और सिर ऊंचा करके पर्व का पूरा आनंद ले ।"
38 580 " उन्होंने कहा कि लोग जितना सोचते हैं , हमारे पास उससे कहीं ज्यादा जानकारी है ।"
38 581 " चिदंबरम ने कहा कि उन सभी १ - १.५ करोड़ मोबाइलधारक जिन्होंने १० रुपये से ज्यादा की खरीददारी की है , को ३१ अक्तूबर से पहले टैक्स रिटर्न दाखिल करने के लिए एसएमएस भेजा जाएगा ।"
38 582 " कर अधिकारियों से मिली कुछ सूचनाओं के बारे में जानकारी देते हुए वित्त मंत्री ने बताया कि १ पार्टियों या लोगों ने एक साल के दौरान १० लाख रुपये से ज्यादा की नगद निकासी की है ।"
38 583 " उन्होंने बताया कि इसी तरह पिछले एक साल के दौरान ३ लोगों ने क्रेडिट कार्डों के जरिये दो लाख रुपये से भी ज्यादा का भुगतान किया ।"
38 584 " चिदंबरम ने बताया कि इस दौरान दो लाख रुपये से ज्यादा के ४ म्युचुअल फंड खरीदे गए ।"
38 585 " यह सभी मामले टैक्स दायरे में आ सकते हैं ।"
38 586 " उन्होंने बताया कि कर भुगतान करने वाले ८५ लोगों ने एक साल में १० लाख रुपये से ज्यादा की आय दिखाई है ।"
38 587 " लेकिन यह आंकड़ा निश्चित रूप से और ज्यादा है ।"
38 588 " हमें उम्मीद है कि जल्द ही यह संख्या दोगुनी , तिगुनी या चार गुनी हो जाएगी ।"
38 589 " बृहस्पतिवार को अंतिम समय में टैक्स रिटर्न दाखिल करने के लिए अभियान की शुरुआत करते हुए चिदंबरम ने कहा कि वे खुद ३१ अक्तूबर को आयकर विभाग जाकर अपना रिटर्न दाखिल करेंगे ।"
38 590 " हालांकि पूर्व में वे खुद रिटर्न दाखिल करने कभी नहीं गए थे ।"
38 591 " लेकिन लोगों को प्रेरित करने के उद्देश्य से उन्होंने यह फैसला किया है ।"
39 592 " पाकिस्तान क्रिकेट बोर्ड के मुख्य कार्यकारी अधिकारी रमीज राजा ने अपने पद से इस्तीफ़ा दे दिया है ।"
39 593 " पूर्व सलामी बल्लेबाज रमीज का बोर्ड में सीईओ रहते हुए टीवी कमेंटरी करने की काफ़ी आलोचना हो रही थी ।"
39 594 " रमीज ने कहा कि उनके लिए पीसीबी सीईओ पद छोड़ने का यह उचित समय है ।"
39 595 " रमीज ने कहा कि उन्होंने बोर्ड को साफ़ कर दिया है कि उनके लिए मीडिया क्षेत्र बेहद महत्वपूर्ण है ।"
39 596 " हालांकि उन्होंने इस बात से इनकार किया कि उन्होंने इस्तीफ़ा आलोचनाओं की वजह से दिया ।"
39 597 " राजा ने कहा कि उन्होंने बोर्ड को इस पद को भरने के लिए किसी अन्य को ढूढने की सलाह दी है और उनके फैसले को स्वीकार कर लिया गया है ।"
39 598 " रमीज ने कहा कि उन्होंने अपने इस्तीफ़े के सिलसिले में बोर्ड अध्यक्ष शहरयार खान से भी बात की ।"
39 599 " उन्होंने बताया कि वे अक्टूबर तक मीडिया कार्य में व्यस्त रहेंगे ।"
39 600 " इसलिए दोनों ओर पर्याप्त ध्यान नहीं दे पाएंगे ।"
39 601 " रमीज ने कहा कि उन्होंने इस पद पर बेहद उत्साह से काम किया और पद छोड़ते हुए अफ़सोस हुआ ।"
39 602 " राजा ने १९९९ - २००० में मुख्य कार्यकारी का पद संभाला था ।"
40 603 " पाकिस्तान क्रिकेट बोर्ड के मुख्य कार्यकारी अधिकारी रमीज राजा ने अपने पद से इस्तीफ़ा दे दिया है ।"
40 604 " पूर्व सलामी बल्लेबाज रमीज का बोर्ड में सीईओ रहते हुए टीवी कमेंटरी करने की काफ़ी आलोचना हो रही थी ।"
40 605 " रमीज ने कहा कि उनके लिए पीसीबी सीईओ पद छोड़ने का यह उचित समय है ।"
40 606 " रमीज ने कहा कि उन्होंने बोर्ड को साफ़ कर दिया है कि उनके लिए मीडिया क्षेत्र बेहद महत्वपूर्ण है ।"
40 607 " हालांकि उन्होंने इस बात से इनकार किया कि उन्होंने इस्तीफ़ा आलोचनाओं की वजह से दिया ।"
40 608 " राजा ने कहा कि उन्होंने बोर्ड को इस पद को भरने के लिए किसी अन्य को ढूढने की सलाह दी है और उनके फैसले को स्वीकार कर लिया गया है ।"
40 609 " रमीज ने कहा कि उन्होंने अपने इस्तीफ़े के सिलसिले में बोर्ड अध्यक्ष शहरयार खान से भी बात की ।"
40 610 " उन्होंने बताया कि वे अक्टूबर तक मीडिया कार्य में व्यस्त रहेंगे ।"
40 611 " इसलिए दोनों ओर पर्याप्त ध्यान नहीं दे पाएंगे ।"
40 612 " रमीज ने कहा कि उन्होंने इस पद पर बेहद उत्साह से काम किया और पद छोड़ते हुए अफ़सोस हुआ ।"
40 613 " राजा ने १९९९ - २००० में मुख्य कार्यकारी का पद संभाला था ।"
40 614 " पाकिस्तान क्रिकेट बोर्ड के मुख्य कार्यकारी अधिकारी रमीज राजा ने अपने पद से इस्तीफ़ा दे दिया है ।"
40 615 " पूर्व सलामी बल्लेबाज रमीज का बोर्ड में सीईओ रहते हुए टीवी कमेंटरी करने की काफ़ी आलोचना हो रही थी ।"
40 616 " रमीज ने कहा कि उनके लिए पीसीबी सीईओ पद छोड़ने का यह उचित समय है ।"
40 617 " रमीज ने कहा कि उन्होंने बोर्ड को साफ़ कर दिया है कि उनके लिए मीडिया क्षेत्र बेहद महत्वपूर्ण है ।"
40 618 " हालांकि उन्होंने इस बात से इनकार किया कि उन्होंने इस्तीफ़ा आलोचनाओं की वजह से दिया ।"
40 619 " राजा ने कहा कि उन्होंने बोर्ड को इस पद को भरने के लिए किसी अन्य को ढूढने की सलाह दी है और उनके फैसले को स्वीकार कर लिया गया है ।"
40 620 " रमीज ने कहा कि उन्होंने अपने इस्तीफ़े के सिलसिले में बोर्ड अध्यक्ष शहरयार खान से भी बात की ।"
40 621 " उन्होंने बताया कि वे अक्टूबर तक मीडिया कार्य में व्यस्त रहेंगे ।"
40 622 " इसलिए दोनों ओर पर्याप्त ध्यान नहीं दे पाएंगे ।"
40 623 " रमीज ने कहा कि उन्होंने इस पद पर बेहद उत्साह से काम किया और पद छोड़ते हुए अफ़सोस हुआ ।"
40 624 " राजा ने १९९९ - २००० में मुख्य कार्यकारी का पद संभाला था ।"
42 625 " सतलुज नदी में जलस्तर घटने से हिमाचल प्रदेश में बाढ़ का खतरा फिलहाल टल गया है और हजारों लोग अब सुरक्षित स्थानों से अपने घरों की ओर लौट रहे हैं ।"
42 626 " लेकिन कुदरत के इस कहर ने हिमाचल को ८०० करोड़ रुपये से अधिक की चोट पहुंचाई है ।"
42 627 " गनीमत इतनी ही रही कि कोई जान का नुकसान नहीं हुआ ।"
42 628 " तिब्बत के एक गांव से बहकर आई छह लाशें ज़रूर मिली हैं ।"
42 629 " क्षति का जायजा लेने एक केंद्रीय दल जल्द ही हिमाचल के प्रभावित क्षेत्रों का दौरा करेगा ।"
42 630 " किन्नौर के साथ लगते स्पीति इलाके में बाढ़ से व्यापक नुकसान हुआ है ।"
42 631 " समुद्रों में भारतीय सेना की तीन मेस , सीओ आवास और सेना के गोला - बारूद के स्टोर बह गए हैं ।"
42 632 " समुद्र पारछू और स्पीति नदी का संगम स्थल है ।"
42 633 " स्पीति की कोरिक सिंचाई परियोजना तबाह हो गई है ।"
42 634 " उपग्रह से प्राप्त चित्रों के मुताबिक १९० हेक्टेयर में बनी पारछू झील के एक तिहाई हिस्से से पानी निकल चुका है ।"
42 635 " एक बड़ी चट्टान झील के मुहाने पर दिखाई दे रही है ।"
42 636 " इस चट्टान के नीचे से पानी तेजी से बहकर हिमाचल की तरफ़ आ रहा है ।"
42 637 " पारछू में दरार के कारण स्पीति नदी में भी खारक के पास एक बड़ी झील बन गई है ।"
42 638 " सतलुज नदी के दोनों किनारों पर बेतहाशा भूमि कटाव हुआ है ।"
42 639 " बाढ़ से कई मकान एवं पुल तो बह ही गए अकेले खेती तथा बागवानी को करीब डेढ़ सौ करोड़ के नुकसान का अनुमान है ।"
42 640 " केन्द्रीय गृह सचिव वी. के. दुग्गल ने सोमवार को नई दिल्ली में कहा कि हिमाचल को लेकर फ़िलहाल चिंता की कोई बात नहीं है ।"
42 641 " अब यह स्पष्ट हो गया है कि पारछू झील में दरार आने के कारण ही उसका पानी सतलुज में पहुंचा ।"
42 642 " सतलुज की चपेट में सबसे पहले तिब्बत का गांव गुमार आया ।"
42 643 " वहां सब कुछ तबाह हो चुका है ।"
42 644 " वहां के छह लोगों की लाशें बहकर हिमाचल की सीमा में आ गई ।"
42 645 " वायुसेना के एक हेलीकॅप्टर ने किन्नौर जिले के पूह और रेकांग पियो इलाकों से छह विदेशियों समेत १४ पर्यटकों को निकाल लिया है ।"
42 646 " बंद भारत - तिब्बत राजमार्ग पर फंसे ३०० अन्य पर्यटकों को निकालने के प्रयास जारी हैं ।"
42 647 " जानकारों का कहना है कि तिब्बत के पठार की भौगोलिक संरचना को देख कर यह पक्के तौर पर नहीं कहा जा सकता है कि पारछू का खतरा अब खत्म हो गया है , क्योंकि इस क्षेत्र में चट्टानें लगातार खिसकती रहती हैं ।"
42 648 " यह फिर तबाही की वजह बन सकती हैं ।"
42 649 " सामान्य प्रशासन विभाग का कहना है कि इस मुद्दे पर रिमोट सेंसिंग रिपोर्ट आने के बाद ही कुछ कहा जा सकता है ।"
42 650 " उधर , केंद्रीय गृह सचिव दुग्गल ने नई दिल्ली में कहा कि बाढ़ के कारण जिन इलाकों में पुल बह गए हैं वहां सेना अगले १० दिनों में अस्थायी पुल बना देगी ।"
43 651 " घाटी में बे-लगाम हुए आतंकियों ने शनिवार को हंदवाड़ा के पास वन मंत्री गुलाम मोहिउद्दीन सोफी के काफिले पर गोलियां बरसाईं ।"
43 652 " इस हमले में मंत्री बाल - बाल बचे ।"
43 653 " वहीं अनंतनाग में एक हजार किलो से भी अधिक विस्फोटक और विस्फोटक बनाने वाले रसायन बरामद किए गए ।"
43 654 " प्राप्त जानकारी के अनुसार वन मंत्री का काफिला दोपहर चार बजे के करीब हंदवाड़ा के बुडलवाला इलाके से गुजर रहा था ।"
43 655 " अचानक आतंकियों ने काफिले पर गोलियां चलाना शुरू कर दिया ।"
43 656 " उनके साथ चल रहे सुरक्षा दस्ते ने मंत्री को सुरक्षा घेरे में लेकर आतंकियों पर जवाबी हमला किया ।"
43 657 " लेकिन सभी हमलावर साफ बच निकले ।"
43 658 " हमले में किसी को कोई नुकसान नहीं हुआ ।"
43 659 " अनंतनाग जिले के अछबल इलाके में ७ राष्ट्रीय राइफल्स तथा स्पेशल आपरेशन ग्रुप द्वारा चलाए एक संयुक्त अभियान के दौरान हुई मुठभेड़ में दो आतंकियों को मार गिराया गया ।"
43 660 " मारे गए दोनों आतंकी लश्कर - ए - ताइबा से संबंधित हैं ।"
43 661 " इनमें से एक पाकिस्तान के रावलपिंडी का रहने वाला था , जिसकी पहचान शब्बीर खान के रूप में हुई है ।"
43 662 " दूसरा आतंकी अछबल का ही रहने वाला था ।"
43 663 " उसकी पहचान सैफुल्ला खान के रुप में हुई है ।"
43 664 " मुठभेड़ में सात राष्ट्रीय राइफल्स का जवान बलवंत सिंह घायल हो गया ।"
43 665 " अनंतनाग में पुलिस ने १०२८ किलो विस्फोटक सामग्री बरामद की ।"
43 666 " पुलिस ने सुबह टाटा सूमो जेके ०३ - ३४४४ से ४२८ किलो विस्फोटक में इस्तेमाल होने वाली सामग्री बरामद की ।"
43 667 " ड्राइवर फारुख अहमद बट्ट से मिली जानकारी पर पुलिस ने अनंतनाग बस अड्डे के पास स्थित लोलू शापिंग कॉम्पलैक्स में एक दुकान पर छापा मारा ।"
43 668 " वहां से ३० किलो विस्फोटक रसायन मिले ।"
43 669 " इसके बाद इसी कॉम्पलैक्स की पहली मंजिल पर स्थित गोदाम से तलाशी के दौरान लगभग ६०० किलो रसायन बरामद किए गए ।"
43 670 " इस सिलसिले में पुलिस ने दो लोगों को गिरफ्तार भी किया है ।"
43 671 " बरामद किए गए रसायनों में एल्युमिनियम सल्फेट , जिसे आम भाषा में गन पाउडर कहा जाता है के ६० पैकेट , सल्फर की ५० किलो की एक बोरी तथा ६८६ पैकेट , ३५० किलो पोटेशियम नाइट्रेट तथा २५ किलो हरे रंग का पाउडर , जिसकी अभी रसायन के तौर पर शिनाख्त नहीं हो पाई है  , बरामद किया गया ।"
43 672 " पुलिस ने दुकान के मालिक मोहम्मद सद्दीक नाजिर को गिरफ्तार कर लिया है ।"
43 673 " उसके भाई इफ्तिखार की तलाश है ।"
43 674 " जिस शापिंग कॉम्पलैक्स में यह दुकान तथा गोदाम है उसकी दूसरी मंजिल पर शब्बीर शाह के पीपुल्स डेमोक्रेटिक फोरम फोरम सैयद अली शाह गिलानी के तहरीके हुर्यित तथा आदतन इंकलाबी के जेके महाज ए आजादी के कार्यालय भी हैं ।"
43 675 " शब्बीर शाह तथा गिलानी ने इस बरामदगी से उनका किसी भी प्रकार का ताल्लुक होने से इन्कार किया है ।"
44 676 " जम्मू कश्मीर में खून की होली में पाकिस्तान के सूचना मंत्री शेख राशिद का हाथ होने के और प्रमाण सामने आ रहे हैं ।"
44 677 " यासीन मलिक के रहस्योद्घाटन के बाद जेकेएलएफ के एक और पूर्व आतंकी अब्दुल अहद वजा ने कहा है कि रावलपिंडी में राशिद का बंगला १९८७ से ९२ के बीच कश्मीरी आतंकियों के लिए गेस्ट हाउस और हथियारों के गोदाम के रूप में इस्तेमाल होता था ।"
44 678 " आतंकी ट्रेनिंग लेने के लिए शुरुआती दौर में ही नियंत्रण रेखा के पार जाने वाले कश्मीरियों में से वजा ने एक और सनसनीखेज जानकारी दी है ।"
44 679 " वजा के साथ पाकिस्तान के तत्कालीन सैन्य तानाशाह जिया उल हक ने कश्मीरी आतंकियों की भर्ती के लिए उसके साथ एक ' सहमति ' पर दस्तखत किए थे ।"
44 680 " अलगाववादी संगठन पीपुल्स कांफ्रेंस के एक धड़े के कार्यकारी अध्यक्ष वजा ने जम्मू के अखबार ' डेली एक्सेलसियर ' को बताया कि राशिद के बंगले की सुरक्षा में सादे कपड़ों में पाकिस्तानी सेना के जवान तैनात रहते थे ।"
44 681 " वजा ने बताया कि जेकेएलएफ में भर्ती के लिए आने वाले कश्मीरियों को राशिद के इसी बंगले में ठहराया जाता ।"
44 682 " कचगरी में ट्रेनिंग के बाद उन्हें हथियार और ग्रेनेड देकर इसी बंगले में भेज दिया जाता ।"
44 683 " उसने बताया कि १९८७ में पहली बार एलओसी पार जाने के बाद वह १९८८ में फिर वहां गया , तब भी उसे अन्य आतंकियों के साथ इसी बंगले में ठहराया गया ।"
44 684 " गौरतलब है कि राशिद ने आतंकवादियों की मदद से इनकार किया है और सफाई दी है ।"
45 685 " कौंडोलीजा राइस को आज अमेरिकी विदेश मंत्री पद की शपथ दिलाई गई ।"
45 686 " राइस ने कोलिन पावेल का स्थान लिया है ।"
45 687 " राइस अमरीका के इतिहास में विदेश मंत्री के पद पर आसीन होने वाली पहली महिला हैं ।"
45 688 " इससे पहले अमेरिकी सीनेट ने कौंडोलीजा राइस की नियुक्ति की पुष्टि की ।"
45 689 " हालांकि राइस की नियुक्ति के लिए सीनेट में मतदान कराना पड़ा और लंबी बहस के बाद १३ के मुकाबले ८५ मतों से राइस की नियुक्ति को अनुमोदित किया गया ।"
45 690 " विदेश मंत्री के रूप में उनकी नियुक्ति का विरोध करने वाले १३ मत एक रिकार्ड है जो डेमोक्रेट सदस्यों के थे ।"
45 691 " इसके पहले १९७३ में हेनरी किंसिजर को सात व १९८१ में अलेक्जेंडर हेग को छह सीनेटरों के विरोध का सामना करना पड़ा था ।"
46 692 " पूर्व उपप्रधानमंत्री लाल कृष्ण आडवाणी ने आज स्वीकार किया कि जनता ने राष्ट्रीय जनतांत्रिक गठबंधन को जनादेश नहीं दिया ।"
46 693 " लोकसभा चुनाव परिणामों के बाद पहली प्रेस कांफ्रेंस में आडवाणी ने कहा कि उन्हें या दूसरे को ऐसे उलटफेर भरे परिणामों की उम्मीद नहीं थी ।"
